Department,Semester,Subject,Assessment Stage,Attendance,SPI,Study Hours,Backlogs,Mid1,Mid2,Expected Grade,Pass,Performance Category
Mechanical Engineering,6,Production Technology,After Mid-2,76.5,7.05,20.7,0,5.4,10.4,BC,1,Good
Computer Engineering,1,Basic Electrical Engineering,After Mid-2,82.5,7.41,22.7,0,6.0,12.1,BB,1,Very Good
Information Technology,8,Internet of Things,After Mid-2,85.4,7.69,21.0,0,6.7,15.3,AB,1,Excellent
Electronics & Communication,5,Microcontroller & Applications,Before Mid-1,76.3,5.43,21.4,0,,,BC,1,Good
Computer Engineering,1,Engineering Graphics & Design,After Mid-2,76.6,5.47,18.2,0,5.0,7.6,CC,1,Average
Electrical Engineering,1,Environmental Sciences,After Mid-2,92.6,10.0,30.7,0,10.0,19.5,AA,1,Excellent
Electrical Engineering,7,Project-1,After Mid-2,80.6,6.87,16.5,0,7.4,13.6,BB,1,Very Good
Information Technology,1,Engineering Graphics & Design,Before Mid-1,80.0,6.8,19.2,1,,,BC,1,Good
Computer Engineering,4,Object Oriented Programming - C++,Before Mid-1,90.3,7.73,22.1,1,,,BB,1,Very Good
Computer Engineering,6,Data Analysis & Visualization,After Mid-1,91.1,6.25,14.4,1,5.6,,BC,1,Good
Computer Engineering,6,Web Technology,After Mid-1,67.2,6.99,16.8,1,7.1,,BC,1,Good
Computer Engineering,7,Machine Learning,After Mid-1,71.2,4.63,23.0,0,3.8,,CC,1,Average
Information Technology,2,Programming for Problem Solving,After Mid-1,72.4,4.44,13.0,3,2.7,,FF,0,At Risk
Civil Engineering,3,Fluid Mechanics,Before Mid-1,97.4,8.9,27.6,0,,,AB,1,Excellent
Civil Engineering,3,Surveying,After Mid-2,88.5,6.48,20.1,1,4.9,12.2,BC,1,Good
Electrical Engineering,7,Project-1,After Mid-2,80.9,7.71,20.9,0,7.9,16.0,AB,1,Excellent
Electrical Engineering,7,Electric Drives,After Mid-2,82.3,6.65,27.8,0,7.0,12.5,BB,1,Very Good
Electronics & Communication,4,Microprocessor & Interfacing,Before Mid-1,87.7,6.62,23.7,0,,,BC,1,Good
Electrical Engineering,4,Electrical Machines-1,Before Mid-1,96.6,8.32,22.9,0,,,AB,1,Excellent
Civil Engineering,5,Structural Analysis-2,After Mid-1,72.5,5.92,14.7,0,5.4,,BC,1,Good
Computer Engineering,6,Agile Software Development,After Mid-1,96.6,6.41,20.1,5,6.6,,CC,1,Average
Civil Engineering,1,Mathematics-1,After Mid-2,76.6,7.1,26.5,0,8.0,16.7,AB,1,Excellent
Electronics & Communication,4,Analog Communication,After Mid-1,86.9,8.03,27.4,0,8.4,,AA,1,Excellent
Mechanical Engineering,6,Design of Machine Elements,After Mid-2,79.1,7.21,18.8,0,5.9,11.4,BC,1,Good
Electrical Engineering,1,Basic Electrical Engineering,After Mid-2,95.8,7.76,21.2,0,6.9,15.6,AB,1,Excellent
Information Technology,3,Effective Technical Communication,After Mid-1,79.2,7.79,22.1,1,6.9,,BB,1,Very Good
Electronics & Communication,2,Environmental Sciences,After Mid-1,90.2,8.23,18.6,0,8.7,,AB,1,Excellent
Computer Engineering,4,Operating System,After Mid-2,84.1,7.57,30.6,0,6.3,12.7,BB,1,Very Good
Computer Engineering,8,Internet of Things,After Mid-2,84.8,5.49,15.2,6,4.4,8.0,FF,0,At Risk
Information Technology,8,Internet of Things,Before Mid-1,100.0,10.0,29.7,1,,,AA,1,Excellent
Information Technology,4,Object Oriented Programming - Java,After Mid-1,92.1,8.56,17.0,0,8.3,,AA,1,Excellent
Mechanical Engineering,2,Programming for Problem Solving,After Mid-1,88.5,8.85,28.0,0,8.5,,AA,1,Excellent
Civil Engineering,2,Programming for Problem Solving,After Mid-1,96.0,7.6,28.0,0,8.3,,AB,1,Excellent
Electrical Engineering,6,Power Electronics-1,After Mid-1,99.7,10.0,26.6,0,10.0,,AA,1,Excellent
Civil Engineering,1,Engineering Graphics & Design,After Mid-1,86.6,7.39,23.2,0,7.2,,AB,1,Excellent
Computer Engineering,3,Effective Technical Communication,After Mid-2,75.9,5.27,21.6,2,4.9,9.6,CC,1,Average
Computer Engineering,6,Web Technology,Before Mid-1,77.0,5.04,15.7,1,,,CD,1,Average
Electronics & Communication,3,Network Theory,After Mid-1,100.0,9.36,28.0,0,9.4,,AA,1,Excellent
Computer Engineering,3,Database Management Systems,Before Mid-1,91.0,6.55,18.4,4,,,DD,1,At Risk
Civil Engineering,8,Construction Project Management,After Mid-2,88.9,7.56,25.3,0,7.7,16.3,AB,1,Excellent
Electrical Engineering,6,Testing & Maintenance of Electrical Equipment,After Mid-2,80.6,6.37,21.3,4,4.8,8.4,DD,1,At Risk
Electrical Engineering,4,Electromagnetic Field Theory,After Mid-1,88.7,7.33,20.7,0,7.4,,BB,1,Very Good
Computer Engineering,1,Physics,Before Mid-1,83.2,7.16,13.9,0,,,BC,1,Good
Information Technology,6,Data Warehousing & Mining,After Mid-1,78.9,8.3,23.7,0,8.6,,AB,1,Excellent
Electrical Engineering,1,Environmental Sciences,After Mid-1,90.5,6.52,26.3,0,6.7,,BB,1,Very Good
Civil Engineering,7,Highway & Traffic Engineering,After Mid-2,86.2,7.67,26.0,0,7.8,17.8,AB,1,Excellent
Mechanical Engineering,7,Power Plant Engineering,After Mid-2,80.1,7.56,20.9,0,8.6,17.9,AB,1,Excellent
Computer Engineering,1,Mathematics-1,After Mid-2,78.9,6.34,14.4,0,7.0,15.6,BB,1,Very Good
Computer Engineering,1,Environmental Sciences,After Mid-2,75.9,5.22,17.1,1,6.3,11.6,BC,1,Good
Mechanical Engineering,3,Manufacturing Processes-1,After Mid-1,91.1,7.45,19.9,0,5.6,,BB,1,Very Good
Information Technology,5,Python Programming,After Mid-1,80.8,7.23,23.9,0,6.0,,BB,1,Very Good
Mechanical Engineering,3,Engineering Thermodynamics,After Mid-2,76.7,7.26,20.0,4,5.3,8.2,CD,1,Average
Computer Engineering,7,Compiler Design,After Mid-1,97.5,6.9,25.5,1,6.5,,BB,1,Very Good
Mechanical Engineering,8,Renewable Energy Engineering,After Mid-2,90.0,8.61,25.9,1,8.6,17.0,AB,1,Excellent
Mechanical Engineering,5,Heat Transfer,Before Mid-1,69.2,4.44,12.8,3,,,FF,0,At Risk
Electronics & Communication,2,Environmental Sciences,Before Mid-1,84.6,5.31,15.5,0,,,BC,1,Good
Civil Engineering,2,Environmental Sciences,After Mid-1,77.1,8.11,20.8,0,8.8,,AB,1,Excellent
Electrical Engineering,7,High Voltage Engineering,After Mid-2,89.2,6.99,25.3,0,5.3,9.0,BC,1,Good
Mechanical Engineering,6,Production Technology,Before Mid-1,79.8,6.43,21.2,1,,,BB,1,Very Good
Civil Engineering,1,Mathematics-1,After Mid-1,77.2,5.25,12.0,0,3.0,,CD,1,Average
Computer Engineering,8,Project-2,After Mid-1,83.1,7.26,24.9,0,7.5,,AB,1,Excellent
Information Technology,7,Project-1,After Mid-1,78.2,5.9,22.4,0,6.1,,BC,1,Good
Information Technology,5,Computer Networks,Before Mid-1,64.2,6.04,18.5,0,,,BC,1,Good
Computer Engineering,4,Operating System,After Mid-2,90.0,7.87,23.8,0,6.0,11.8,BB,1,Very Good
Information Technology,2,Physics,After Mid-1,79.7,8.11,21.7,2,6.0,,BC,1,Good
Information Technology,7,Information Retrieval,After Mid-1,75.8,6.63,21.2,1,5.4,,BC,1,Good
Information Technology,4,Object Oriented Programming - Java,After Mid-1,99.1,9.7,26.4,0,10.0,,AA,1,Excellent
Mechanical Engineering,8,Project-2,Before Mid-1,86.0,8.73,26.8,0,,,AA,1,Excellent
Civil Engineering,3,Fluid Mechanics,Before Mid-1,80.9,8.31,23.5,0,,,BB,1,Very Good
Information Technology,2,Programming for Problem Solving,After Mid-1,92.7,7.67,25.8,0,8.1,,AB,1,Excellent
Electronics & Communication,8,Wireless Communication,After Mid-2,54.6,4.47,14.4,0,3.8,5.8,FF,0,At Risk
Electrical Engineering,3,Electrical Circuit Analysis,After Mid-2,86.0,8.34,21.9,0,7.8,14.1,AB,1,Excellent
Mechanical Engineering,8,Project-2,After Mid-1,87.5,6.86,18.7,0,7.2,,BB,1,Very Good
Computer Engineering,3,Probability & Statistics,After Mid-2,81.0,5.56,14.6,1,5.0,11.1,CC,1,Average
Electronics & Communication,7,Microwave Engineering,Before Mid-1,81.3,6.58,23.0,0,,,BB,1,Very Good
Mechanical Engineering,7,Refrigeration & Air Conditioning,After Mid-1,83.9,7.95,19.5,0,6.6,,BB,1,Very Good
Electronics & Communication,3,Network Theory,After Mid-2,81.1,8.22,26.2,0,6.5,14.2,BB,1,Very Good
Computer Engineering,6,Web Technology,After Mid-2,74.5,6.41,24.8,1,6.7,15.6,BB,1,Very Good
Mechanical Engineering,6,Computer Aided Design (CAD),Before Mid-1,74.4,7.83,21.4,0,,,BB,1,Very Good
Civil Engineering,7,Highway & Traffic Engineering,After Mid-2,79.9,5.19,12.0,0,5.2,9.6,CC,1,Average
Electrical Engineering,6,Electrical Switchgear & Protection,After Mid-2,84.4,8.48,26.6,0,8.0,14.8,AB,1,Excellent
Civil Engineering,1,Basic Civil Engineering,After Mid-1,91.2,8.28,21.5,0,6.6,,BB,1,Very Good
Civil Engineering,6,Foundation Engineering,Before Mid-1,91.6,6.03,21.8,3,,,CD,1,Average
Computer Engineering,2,English,After Mid-1,79.4,4.93,19.8,2,3.6,,CD,1,Average
Computer Engineering,3,Data Structures,Before Mid-1,72.5,7.04,18.0,0,,,BC,1,Good
Electronics & Communication,7,Embedded Systems,Before Mid-1,82.7,4.58,14.2,2,,,DD,1,At Risk
Electrical Engineering,8,Project-2,Before Mid-1,84.3,5.96,24.0,0,,,BC,1,Good
Computer Engineering,8,Internet of Things,After Mid-2,74.5,4.96,15.7,0,4.4,7.6,CC,1,Average
Electronics & Communication,8,Optical Communication,Before Mid-1,88.4,6.69,19.0,0,,,AB,1,Excellent
Electronics & Communication,3,Signals & Systems,After Mid-1,68.4,6.68,21.0,0,7.0,,BC,1,Good
Electronics & Communication,6,VLSI Design,After Mid-2,100.0,9.85,30.9,0,7.7,15.5,AA,1,Excellent
Computer Engineering,5,Professional Ethics & Human Values,Before Mid-1,71.3,7.7,18.3,0,,,AB,1,Excellent
Computer Engineering,4,Object Oriented Programming - C++,Before Mid-1,77.5,6.31,15.3,1,,,BC,1,Good
Mechanical Engineering,6,Production Technology,After Mid-1,85.4,5.63,20.7,0,5.1,,BC,1,Good
Electrical Engineering,4,Digital Electronics,After Mid-2,93.1,8.06,26.5,0,9.1,19.2,AA,1,Excellent
Information Technology,1,Engineering Graphics & Design,After Mid-1,85.1,7.5,21.2,0,7.9,,AB,1,Excellent
Electrical Engineering,1,Physics,After Mid-2,78.8,6.96,20.7,2,5.2,10.6,CC,1,Average
Computer Engineering,4,Principles of Economics & Management,After Mid-2,71.4,7.15,18.3,0,7.9,14.4,BB,1,Very Good
Civil Engineering,7,Highway & Traffic Engineering,Before Mid-1,84.4,9.51,20.6,0,,,AA,1,Excellent
Electrical Engineering,1,Physics,After Mid-1,89.5,8.21,25.6,0,7.7,,AB,1,Excellent
Information Technology,7,Project-1,After Mid-1,74.4,5.04,18.3,1,4.3,,CC,1,Average
Computer Engineering,7,Information & Network Security,Before Mid-1,86.6,6.47,17.5,0,,,BC,1,Good
Electronics & Communication,5,Integrated Circuits & Applications,After Mid-2,78.7,7.99,24.9,0,8.1,15.6,AB,1,Excellent
Mechanical Engineering,7,Computer Aided Manufacturing (CAM),After Mid-2,85.8,6.27,15.3,0,4.2,9.9,BC,1,Good
Computer Engineering,6,Advanced Java Programming,Before Mid-1,76.8,6.59,13.1,1,,,CC,1,Average
Mechanical Engineering,1,Physics,Before Mid-1,94.0,6.79,19.7,0,,,BB,1,Very Good
Computer Engineering,2,Mathematics-2,After Mid-1,88.6,9.09,32.2,0,9.0,,AA,1,Excellent
Mechanical Engineering,7,Computer Aided Manufacturing (CAM),After Mid-1,89.6,7.88,17.4,0,6.5,,BB,1,Very Good
Mechanical Engineering,3,Material Science & Metallurgy,After Mid-2,78.8,7.6,22.9,2,6.9,12.1,BC,1,Good
Civil Engineering,8,Project-2,After Mid-1,79.5,6.33,16.6,1,5.0,,CC,1,Average
Computer Engineering,8,Project-2,After Mid-1,77.0,7.52,19.2,0,8.4,,AB,1,Excellent
Electrical Engineering,7,Electric Drives,Before Mid-1,79.2,6.89,20.6,1,,,CC,1,Average
Computer Engineering,4,Operating System,Before Mid-1,75.7,7.08,25.0,1,,,BC,1,Good
Information Technology,2,Basic Electronics,After Mid-2,64.9,6.16,12.4,0,4.8,8.4,CC,1,Average
Civil Engineering,8,Construction Project Management,After Mid-2,78.6,7.42,18.8,1,8.2,18.2,BB,1,Very Good
Electrical Engineering,4,Electromagnetic Field Theory,After Mid-2,66.3,5.4,10.9,0,5.3,3.6,CD,1,Average
Electrical Engineering,3,Electrical Circuit Analysis,Before Mid-1,84.0,8.13,21.5,0,,,AB,1,Excellent
Civil Engineering,4,Advanced Surveying,Before Mid-1,88.4,7.97,26.3,0,,,AB,1,Excellent
Electronics & Communication,1,Basic Electrical Engineering,After Mid-2,84.3,7.13,16.9,0,4.9,11.7,BC,1,Good
Mechanical Engineering,8,Project-2,After Mid-1,82.7,6.9,17.0,0,6.5,,BB,1,Very Good
Computer Engineering,7,Project-1,After Mid-1,96.3,9.3,23.2,0,8.9,,AA,1,Excellent
Electrical Engineering,6,Power Electronics-1,After Mid-1,88.4,7.83,24.9,0,7.8,,AB,1,Excellent
Mechanical Engineering,1,Mathematics-1,Before Mid-1,80.1,4.5,14.1,1,,,CD,1,Average
Information Technology,2,English,Before Mid-1,85.5,9.1,25.9,1,,,AA,1,Excellent
Computer Engineering,7,Project-1,After Mid-2,93.7,9.24,33.2,0,10.0,19.5,AA,1,Excellent
Electrical Engineering,3,Electrical Measurements & Instrumentation,Before Mid-1,70.4,7.01,15.8,3,,,CC,1,Average
Electronics & Communication,5,Microcontroller & Applications,After Mid-2,86.2,5.7,21.7,2,5.5,11.0,CC,1,Average
Mechanical Engineering,8,Renewable Energy Engineering,After Mid-1,76.5,5.51,12.9,1,3.8,,CD,1,Average
Electrical Engineering,5,Electrical Power System-1,After Mid-1,71.8,6.27,20.2,0,5.3,,BC,1,Good
Computer Engineering,7,Cloud Computing,Before Mid-1,95.9,9.5,23.2,0,,,AA,1,Excellent
Mechanical Engineering,8,Industrial Engineering,After Mid-1,71.8,6.76,17.9,1,6.6,,BC,1,Good
Civil Engineering,3,Building Construction & Materials,Before Mid-1,86.9,7.76,26.9,0,,,AA,1,Excellent
Electrical Engineering,2,Engineering Graphics & Design,Before Mid-1,96.1,8.89,21.9,0,,,AA,1,Excellent
Electrical Engineering,6,Testing & Maintenance of Electrical Equipment,Before Mid-1,73.8,7.55,23.3,0,,,BB,1,Very Good
Mechanical Engineering,6,Computer Aided Design (CAD),After Mid-2,71.0,7.08,16.3,0,8.3,15.3,BB,1,Very Good
Mechanical Engineering,2,Workshop Practices,After Mid-2,88.7,6.86,17.9,1,7.0,13.1,BB,1,Very Good
Electronics & Communication,7,Microwave Engineering,Before Mid-1,93.0,6.65,17.9,0,,,BC,1,Good
Information Technology,4,Computer Networks,After Mid-1,87.8,7.16,22.7,4,2.9,,CD,1,Average
Information Technology,4,Operating System Concepts,After Mid-1,76.5,6.79,21.0,0,6.2,,BB,1,Very Good
Information Technology,2,Physics,Before Mid-1,79.0,6.84,28.2,0,,,BB,1,Very Good
Civil Engineering,2,Programming for Problem Solving,After Mid-1,69.3,4.0,19.0,1,3.3,,DD,1,At Risk
Computer Engineering,2,English,Before Mid-1,61.3,4.87,19.4,1,,,CC,1,Average
Mechanical Engineering,2,Workshop Practices,Before Mid-1,69.0,6.1,20.7,3,,,BC,1,Good
Computer Engineering,4,Computer Organization & Architecture,After Mid-1,75.4,4.43,11.4,0,3.3,,CD,1,Average
Electrical Engineering,7,High Voltage Engineering,After Mid-2,78.4,5.76,21.8,2,5.1,11.9,CC,1,Average
Information Technology,8,Distributed Systems,After Mid-2,86.4,4.96,17.7,2,3.5,7.6,DD,1,At Risk
Electronics & Communication,2,Engineering Graphics & Design,Before Mid-1,77.0,6.29,19.8,0,,,BC,1,Good
Information Technology,3,Data Structures,Before Mid-1,73.2,5.9,13.0,1,,,CD,1,Average
Computer Engineering,2,Basic Electronics,Before Mid-1,82.7,8.2,20.3,0,,,AB,1,Excellent
Information Technology,2,Basic Electronics,After Mid-1,73.8,7.04,21.1,0,5.6,,BC,1,Good
Electrical Engineering,4,Electromagnetic Field Theory,After Mid-1,96.2,7.63,28.3,0,6.0,,BB,1,Very Good
Information Technology,6,Data Warehousing & Mining,After Mid-2,69.7,6.92,23.5,0,5.9,10.2,BC,1,Good
Electronics & Communication,6,VLSI Design,After Mid-1,93.4,7.47,23.1,0,6.0,,BB,1,Very Good
Computer Engineering,7,Machine Learning,After Mid-1,85.7,6.74,19.8,0,6.9,,BB,1,Very Good
Mechanical Engineering,1,Basic Mechanical Engineering,After Mid-1,73.5,6.83,21.9,0,6.8,,BB,1,Very Good
Mechanical Engineering,1,Mathematics-1,After Mid-2,86.8,6.19,17.2,4,5.4,8.9,DD,1,At Risk
Information Technology,8,Distributed Systems,After Mid-2,83.9,7.76,22.5,1,7.1,11.1,BB,1,Very Good
Electronics & Communication,1,Physics,After Mid-1,81.5,6.67,21.2,0,5.7,,BC,1,Good
Civil Engineering,2,Mathematics-2,After Mid-1,60.4,4.85,14.2,2,4.6,,FF,0,At Risk
Electrical Engineering,7,High Voltage Engineering,After Mid-1,75.7,4.0,18.3,2,3.7,,FF,0,At Risk
Electrical Engineering,1,Mathematics-1,After Mid-2,85.8,6.66,21.5,0,6.9,10.3,BC,1,Good
Civil Engineering,1,Engineering Graphics & Design,Before Mid-1,78.5,7.1,23.5,2,,,CC,1,Average
Computer Engineering,6,Web Technology,Before Mid-1,68.0,4.0,10.1,1,,,FF,0,At Risk
Civil Engineering,3,Building Construction & Materials,Before Mid-1,84.9,6.42,21.0,1,,,BB,1,Very Good
Information Technology,7,Project-1,After Mid-1,99.0,8.63,19.3,0,8.5,,AB,1,Excellent
Electronics & Communication,3,Digital Electronics,After Mid-2,74.6,4.0,16.6,4,3.5,6.9,FF,0,At Risk
Mechanical Engineering,6,Computer Aided Design (CAD),Before Mid-1,64.7,5.73,13.7,1,,,CC,1,Average
Electronics & Communication,8,Radar & Navigational Aids,Before Mid-1,87.6,8.44,16.0,0,,,AB,1,Excellent
Computer Engineering,7,Cloud Computing,After Mid-1,87.4,7.59,22.5,1,9.1,,AB,1,Excellent
Computer Engineering,6,Data Analysis & Visualization,After Mid-1,82.4,6.94,20.3,0,7.7,,BB,1,Very Good
Information Technology,3,Data Structures,After Mid-1,85.0,6.62,19.7,0,7.7,,BB,1,Very Good
Mechanical Engineering,8,Project-2,Before Mid-1,84.6,9.01,22.2,0,,,AB,1,Excellent
Electrical Engineering,4,Electromagnetic Field Theory,After Mid-1,80.1,6.24,11.7,0,5.6,,CC,1,Average
Information Technology,1,Environmental Sciences,After Mid-1,83.9,7.42,25.4,0,6.7,,AB,1,Excellent
Information Technology,2,Programming for Problem Solving,After Mid-2,82.4,7.55,22.2,0,7.9,17.6,AB,1,Excellent
Electronics & Communication,8,Wireless Communication,Before Mid-1,83.0,8.41,29.6,0,,,AB,1,Excellent
Information Technology,8,Project-2,Before Mid-1,84.7,6.78,21.7,0,,,BB,1,Very Good
Information Technology,2,Mathematics-2,After Mid-1,94.3,8.61,28.1,0,7.8,,AB,1,Excellent
Mechanical Engineering,3,Engineering Thermodynamics,After Mid-1,83.2,6.24,20.0,0,7.0,,BB,1,Very Good
Civil Engineering,2,Workshop Practices,After Mid-1,90.1,7.27,23.8,0,8.3,,AB,1,Excellent
Civil Engineering,6,Foundation Engineering,After Mid-1,85.6,6.47,24.3,0,5.5,,BC,1,Good
Civil Engineering,8,Project-2,Before Mid-1,75.6,7.08,24.6,0,,,AB,1,Excellent
Computer Engineering,6,Theory of Computation,After Mid-2,75.4,6.15,13.4,0,4.4,8.7,CC,1,Average
Electrical Engineering,5,Electrical Machines-2,After Mid-1,79.6,6.62,20.4,0,5.7,,BC,1,Good
Information Technology,6,Data Warehousing & Mining,After Mid-1,94.7,8.23,25.7,0,6.8,,AB,1,Excellent
Electronics & Communication,2,Environmental Sciences,After Mid-2,89.8,6.5,18.6,0,5.7,14.7,BB,1,Very Good
Computer Engineering,6,Advanced Java Programming,Before Mid-1,95.5,9.58,24.4,0,,,AA,1,Excellent
Civil Engineering,1,Basic Civil Engineering,Before Mid-1,75.5,6.95,16.8,0,,,BB,1,Very Good
Electrical Engineering,6,Electrical Switchgear & Protection,After Mid-2,79.3,7.86,22.8,0,7.7,13.0,BB,1,Very Good
Computer Engineering,1,Engineering Graphics & Design,Before Mid-1,84.4,7.02,21.8,0,,,BC,1,Good
Information Technology,2,Physics,Before Mid-1,80.7,7.14,14.4,0,,,BB,1,Very Good
Computer Engineering,5,Software Engineering,Before Mid-1,74.7,7.9,23.3,0,,,BB,1,Very Good
Electronics & Communication,7,Microwave Engineering,After Mid-1,77.3,5.46,18.0,2,5.1,,CD,1,Average
Mechanical Engineering,2,Workshop Practices,After Mid-2,86.1,7.72,23.8,0,7.1,12.2,AB,1,Excellent
Mechanical Engineering,4,Manufacturing Processes-2,Before Mid-1,74.0,6.39,12.9,4,,,FF,0,At Risk
Electronics & Communication,5,Microcontroller & Applications,Before Mid-1,98.2,7.7,25.7,0,,,AB,1,Excellent
Computer Engineering,6,Web Technology,After Mid-1,85.6,7.4,18.0,0,8.5,,AB,1,Excellent
Electrical Engineering,3,Electrical Circuit Analysis,Before Mid-1,93.9,7.07,21.7,1,,,BC,1,Good
Computer Engineering,4,Object Oriented Programming - C++,After Mid-2,76.2,6.57,24.6,1,5.7,11.4,BC,1,Good
Electrical Engineering,7,Project-1,After Mid-1,71.9,6.0,20.6,2,5.0,,CC,1,Average
Information Technology,7,Information Retrieval,After Mid-1,94.1,9.06,28.1,0,7.4,,AB,1,Excellent
Computer Engineering,8,Artificial Intelligence,After Mid-1,93.5,9.08,25.5,2,6.7,,BB,1,Very Good
Computer Engineering,6,Data Analysis & Visualization,After Mid-2,78.9,7.29,21.1,2,5.7,10.2,BC,1,Good
Mechanical Engineering,1,Basic Mechanical Engineering,After Mid-1,90.4,6.11,17.4,1,5.0,,BC,1,Good
Information Technology,7,Information Retrieval,After Mid-1,98.7,7.7,25.7,0,7.2,,AB,1,Excellent
Civil Engineering,6,Foundation Engineering,Before Mid-1,95.9,8.32,25.3,0,,,AB,1,Excellent
Computer Engineering,3,Data Structures,Before Mid-1,93.2,7.52,25.7,0,,,AB,1,Excellent
Information Technology,2,Programming for Problem Solving,After Mid-2,78.3,5.66,20.3,2,4.9,9.8,CC,1,Average
Information Technology,2,Mathematics-2,After Mid-1,89.7,5.34,17.1,1,3.5,,CD,1,Average
Electrical Engineering,7,Project-1,After Mid-1,76.7,7.09,21.1,0,7.1,,AB,1,Excellent
Electrical Engineering,1,Basic Electrical Engineering,After Mid-2,73.6,7.72,18.5,0,7.6,14.7,BB,1,Very Good
Mechanical Engineering,5,Machine Design-1,After Mid-2,87.1,7.38,21.6,1,8.0,13.9,BB,1,Very Good
Electronics & Communication,5,Integrated Circuits & Applications,Before Mid-1,86.2,6.08,16.0,0,,,BC,1,Good
Electronics & Communication,1,Physics,Before Mid-1,85.6,7.07,15.7,0,,,BC,1,Good
Electrical Engineering,5,Microprocessor & Microcontroller,Before Mid-1,94.1,6.98,19.9,0,,,AB,1,Excellent
Mechanical Engineering,4,Mechanical Measurement & Metrology,After Mid-2,81.7,7.76,18.5,1,6.9,11.8,BB,1,Very Good
Mechanical Engineering,8,Industrial Engineering,After Mid-1,77.3,5.73,15.9,2,5.2,,CC,1,Average
Information Technology,2,Basic Electronics,After Mid-2,87.8,8.84,21.5,0,9.3,16.0,AA,1,Excellent
Information Technology,8,Distributed Systems,After Mid-2,74.4,6.36,27.5,0,6.3,14.8,BB,1,Very Good
Electrical Engineering,2,Basic Electronics,After Mid-1,84.1,7.08,26.2,0,5.3,,BB,1,Very Good
Civil Engineering,6,Foundation Engineering,Before Mid-1,97.0,8.72,31.9,0,,,AA,1,Excellent
Civil Engineering,2,Workshop Practices,Before Mid-1,72.6,7.17,21.5,0,,,BB,1,Very Good
Electronics & Communication,2,Programming for Problem Solving,After Mid-2,77.5,7.01,21.9,0,6.8,15.8,BB,1,Very Good
